NEGATIVE,/media/raphael/masterspass2/masterSpass/wav_sentences/ABC-2018-Q3/arff/431_m_2.arff
NEGATIVE,/media/raphael/masterspass2/masterSpass/wav_sentences/ABC-2018-Q3/arff/318_m_2.arff
NEGATIVE,/media/raphael/masterspass2/masterSpass/wav_sentences/ABC-2018-Q3/arff/313_m_2.arff
NEGATIVE,/media/raphael/masterspass2/masterSpass/wav_sentences/ABC-2018-Q3/arff/433_m_2.arff
NEGATIVE,/media/raphael/masterspass2/masterSpass/wav_sentences/ABC-2018-Q3/arff/441_m_2.arff
NEGATIVE,/media/raphael/masterspass2/masterSpass/wav_sentences/ABC-2018-Q3/arff/444_m_2.arff
NEGATIVE,/media/raphael/masterspass2/masterSpass/wav_sentences/ABC-2018-Q3/arff/445_m_2.arff
NEGATIVE,/media/raphael/masterspass2/masterSpass/wav_sentences/ABC-2018-Q3/arff/434_m_2.arff
NEGATIVE,/media/raphael/masterspass2/masterSpass/wav_sentences/ABC-2018-Q3/arff/358_m_2.arff
NEGATIVE,/media/raphael/masterspass2/masterSpass/wav_sentences/ABC-2018-Q3/arff/357_m_2.arff
NEGATIVE,/media/raphael/masterspass2/masterSpass/wav_sentences/ABC-2018-Q3/arff/356_m_2.arff
NEGATIVE,/media/raphael/masterspass2/masterSpass/wav_sentences/ABC-2018-Q3/arff/405_m_2.arff
NEGATIVE,/media/raphael/masterspass2/masterSpass/wav_sentences/ABC-2018-Q3/arff/402_m_2.arff
NEGATIVE,/media/raphael/masterspass2/masterSpass/wav_sentences/ABC-2018-Q3/arff/368_m_0.arff
NEGATIVE,/media/raphael/masterspass2/masterSpass/wav_sentences/ABC-2018-Q3/arff/369_m_2.arff
NEGATIVE,/media/raphael/masterspass2/masterSpass/wav_sentences/ABC-2018-Q3/arff/370_m_2.arff
NEGATIVE,/media/raphael/masterspass2/masterSpass/wav_sentences/ABC-2018-Q3/arff/371_m_2.arff
NEGATIVE,/media/raphael/masterspass2/masterSpass/wav_sentences/ABC-2018-Q3/arff/285_m_2.arff
NEGATIVE,/media/raphael/masterspass2/masterSpass/wav_sentences/ABC-2018-Q3/arff/407_m_2.arff
NEGATIVE,/media/raphael/masterspass2/masterSpass/wav_sentences/ABC-2018-Q3/arff/281_m_2.arff
NEGATIVE,/media/raphael/masterspass2/masterSpass/wav_sentences/ABC-2018-Q3/arff/273_m_2.arff
NEGATIVE,/media/raphael/masterspass2/masterSpass/wav_sentences/ABC-2018-Q3/arff/283_m_2.arff
NEGATIVE,/media/raphael/masterspass2/masterSpass/wav_sentences/ABC-2018-Q3/arff/282_m_2.arff
NEGATIVE,/media/raphael/masterspass2/masterSpass/wav_sentences/ABC-2018-Q3/arff/293_m_2.arff
NEGATIVE,/media/raphael/masterspass2/masterSpass/wav_sentences/ABC-2018-Q3/arff/295_m_2.arff
NEGATIVE,/media/raphael/masterspass2/masterSpass/wav_sentences/ABC-2018-Q3/arff/359_m_2.arff
NEGATIVE,/media/raphael/masterspass2/masterSpass/wav_sentences/ABC-2018-Q4/arff/389_m_1.arff
NEGATIVE,/media/raphael/masterspass2/masterSpass/wav_sentences/ABC-2018-Q4/arff/390_m_1.arff
NEGATIVE,/media/raphael/masterspass2/masterSpass/wav_sentences/ABC-2018-Q4/arff/401_m_1.arff
NEGATIVE,/media/raphael/masterspass2/masterSpass/wav_sentences/ABC-2018-Q4/arff/426_m_1.arff
NEGATIVE,/media/raphael/masterspass2/masterSpass/wav_sentences/ABC-2018-Q4/arff/409_m_1.arff
NEGATIVE,/media/raphael/masterspass2/masterSpass/wav_sentences/ABC-2018-Q4/arff/412_m_1.arff
NEGATIVE,/media/raphael/masterspass2/masterSpass/wav_sentences/ABC-2018-Q4/arff/419_m_1.arff
NEGATIVE,/media/raphael/masterspass2/masterSpass/wav_sentences/ABC-2018-Q4/arff/443_m_1.arff
NEGATIVE,/media/raphael/masterspass2/masterSpass/wav_sentences/ABC-2018-Q4/arff/442_m_1.arff
NEGATIVE,/media/raphael/masterspass2/masterSpass/wav_sentences/ABC-2018-Q4/arff/441_m_1.arff
NEGATIVE,/media/raphael/masterspass2/masterSpass/wav_sentences/ABC-2018-Q4/arff/468_m_2.arff
NEGATIVE,/media/raphael/masterspass2/masterSpass/wav_sentences/ABC-2018-Q4/arff/469_m_2.arff
NEGATIVE,/media/raphael/masterspass2/masterSpass/wav_sentences/ABC-2018-Q4/arff/473_m_2.arff
NEGATIVE,/media/raphael/masterspass2/masterSpass/wav_sentences/ABC-2018-Q4/arff/498_m_1.arff
NEGATIVE,/media/raphael/masterspass2/masterSpass/wav_sentences/ABC-2018-Q4/arff/434_m_1.arff
NEGATIVE,/media/raphael/masterspass2/masterSpass/wav_sentences/ABC-2018-Q4/arff/436_m_1.arff
NEGATIVE,/media/raphael/masterspass2/masterSpass/wav_sentences/ABC-2018-Q4/arff/438_m_1.arff
NEGATIVE,/media/raphael/masterspass2/masterSpass/wav_sentences/ABC-2018-Q4/arff/505_m_1.arff
NEGATIVE,/media/raphael/masterspass2/masterSpass/wav_sentences/ABC-2018-Q4/arff/354_m_2.arff
NEGATIVE,/media/raphael/masterspass2/masterSpass/wav_sentences/ABC-2018-Q4/arff/360_m_1.arff
NEGATIVE,/media/raphael/masterspass2/masterSpass/wav_sentences/ABC-2018-Q4/arff/358_m_1.arff
NEGATIVE,/media/raphael/masterspass2/masterSpass/wav_sentences/ABC-2018-Q4/arff/357_m_1.arff
NEGATIVE,/media/raphael/masterspass2/masterSpass/wav_sentences/ABC-2018-Q4/arff/355_m_1.arff
NEGATIVE,/media/raphael/masterspass2/masterSpass/wav_sentences/ABC-2018-Q4/arff/356_m_1.arff
NEGATIVE,/media/raphael/masterspass2/masterSpass/wav_sentences/ABC-2018-Q4/arff/455_m_1.arff
NEGATIVE,/media/raphael/masterspass2/masterSpass/wav_sentences/ABC-2018-Q4/arff/447_m_1.arff
NEGATIVE,/media/raphael/masterspass2/masterSpass/wav_sentences/ABC-2018-Q4/arff/497_m_1.arff
NEGATIVE,/media/raphael/masterspass2/masterSpass/wav_sentences/ABC-2018-Q4/arff/484_m_1.arff
NEGATIVE,/media/raphael/masterspass2/masterSpass/wav_sentences/ABMD-2019-Q1/arff/42_m_2.arff
NEGATIVE,/media/raphael/masterspass2/masterSpass/wav_sentences/ABT-2019-Q1/arff/201_m_0.arff
NEGATIVE,/media/raphael/masterspass2/masterSpass/wav_sentences/ABT-2019-Q1/arff/253_m_0.arff
NEGATIVE,/media/raphael/masterspass2/masterSpass/wav_sentences/ABT-2019-Q1/arff/297_m_0.arff
NEGATIVE,/media/raphael/masterspass2/masterSpass/wav_sentences/ABT-2019-Q1/arff/117_m_0.arff
NEGATIVE,/media/raphael/masterspass2/masterSpass/wav_sentences/ABT-2019-Q1/arff/118_m_0.arff
NEGATIVE,/media/raphael/masterspass2/masterSpass/wav_sentences/ABT-2019-Q1/arff/275_m_0.arff
NEGATIVE,/media/raphael/masterspass2/masterSpass/wav_sentences/ABT-2019-Q1/arff/325_m_0.arff
NEGATIVE,/media/raphael/masterspass2/masterSpass/wav_sentences/ABT-2019-Q1/arff/285_m_0.arff
NEGATIVE,/media/raphael/masterspass2/masterSpass/wav_sentences/ABT-2019-Q1/arff/286_m_0.arff
NEGATIVE,/media/raphael/masterspass2/masterSpass/wav_sentences/ABT-2019-Q1/arff/292_m_0.arff
NEGATIVE,/media/raphael/masterspass2/masterSpass/wav_sentences/ABT-2019-Q1/arff/294_m_0.arff
NEGATIVE,/media/raphael/masterspass2/masterSpass/wav_sentences/ABT-2019-Q1/arff/300_m_0.arff
NEGATIVE,/media/raphael/masterspass2/masterSpass/wav_sentences/ABT-2019-Q1/arff/321_m_0.arff
NEGATIVE,/media/raphael/masterspass2/masterSpass/wav_sentences/ABT-2019-Q1/arff/255_m_0.arff
NEGATIVE,/media/raphael/masterspass2/masterSpass/wav_sentences/ABT-2019-Q1/arff/256_m_0.arff
NEGATIVE,/media/raphael/masterspass2/masterSpass/wav_sentences/ABT-2019-Q1/arff/259_m_0.arff
NEGATIVE,/media/raphael/masterspass2/masterSpass/wav_sentences/ABT-2019-Q1/arff/262_m_0.arff
